City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,sarmiento,-45.5882,-69.07,0.5,69,98,0.58,AR,1720241366
295,princeville,45.7668,-61.2985,17.64,92,100,2.57,CA,1720241616
296,alo,6.5486,4.2686,24.59,90,86,2.57,NG,1720241617
297,kinmparana,12.8402,-4.9199,26.01,77,95,4.57,ML,1720241618
298,new plymouth,-39.0667,174.0833,9.62,97,22,2.68,NZ,1720241619
299,taoudenni,22.6783,-3.9836,36.51,23,10,3.38,ML,1720241621
300,guntakal junction,15.1667,77.3833,28.85,57,100,7.92,IN,1720241622
301,franceville,-1.6333,13.5836,20.86,87,67,1.01,GA,1720241623
302,mamuju,-2.6748,118.8885,29.15,74,63,1.72,ID,1720241624
303,petauke,-14.2426,31.3253,13.79,41,5,1.43,ZM,1720241626
304,gadzhiyevo,69.2551,33.3362,16.37,92,100,5.06,RU,1720241627
305,berezovo,63.9381,65.0419,20.56,46,7,2.11,RU,1720241628
306,nizhniy odes,63.6445,54.856,23.89,47,55,4.0,RU,1720241629
307,brisas de zicatela,15.8369,-97.0419,27.28,84,0,1.98,MX,1720241630
308,antsiranana,-12.2787,49.2917,22.42,68,20,2.06,MG,1720241632
309,cabo san lucas,22.8909,-109.9124,29.78,66,18,5.42,MX,1720241379
310,warrnambool,-38.3833,142.4833,13.25,61,0,4.64,AU,1720241473
311,okhotsk,59.3833,143.3,13.87,76,71,6.11,RU,1720241635
312,bijawar,24.6333,79.5,29.84,69,100,6.55,IN,1720241636
313,swift current,50.2834,-107.8014,15.45,72,0,2.57,CA,1720241490
314,mandera,3.9366,41.867,25.48,65,100,7.18,KE,1720241639
315,hamilton,39.1834,-84.5333,22.07,94,0,2.06,US,1720241640
316,puerto santa,-8.9906,-78.6456,18.19,88,95,4.91,PE,1720241641
317,grand-lahou,5.1367,-5.0242,23.82,92,93,2.45,CI,1720241642
318,nemuro,43.3236,145.575,15.67,95,89,6.82,JP,1720241643
319,zhezqazghan,47.7833,67.7667,22.32,68,75,6.0,KZ,1720241645
320,soure,-0.7167,-48.5233,24.91,91,89,4.53,BR,1720241646
321,port elizabeth,-33.918,25.5701,12.16,63,0,3.09,ZA,1720241647
322,pacific grove,36.6177,-121.9166,19.56,78,0,3.6,US,1720241473
323,mckinleyville,40.9465,-124.1006,22.92,83,0,0.0,US,1720241649
324,marsh harbour,26.5412,-77.0636,27.62,64,54,0.4,BS,1720241534
325,tazovsky,67.4667,78.7,10.64,62,1,8.82,RU,1720241652
326,bata,1.8639,9.7658,22.92,100,40,1.54,GQ,1720241653
327,sokoni,-6.4333,39.55,25.73,73,34,5.07,TZ,1720241654
328,oranjemund,-28.55,16.4333,15.08,26,51,7.45,NA,1720241655
329,greenville,35.6127,-77.3663,27.09,92,40,3.6,US,1720241656
330,norilsk,69.3535,88.2027,6.6,83,100,3.32,RU,1720241658
331,strathmore,51.0501,-113.3852,19.67,52,81,4.12,CA,1720241659
332,westport,41.1415,-73.3579,24.59,89,100,2.57,US,1720241660
333,casarza ligure,44.2719,9.447,21.26,80,9,1.34,IT,1720241661
334,ramadi,33.4226,43.3058,34.01,15,0,12.2,IQ,1720241662
335,mahibadhoo,3.7833,72.9667,29.24,71,96,3.22,MV,1720241664
336,kidal,18.4411,1.4078,30.97,36,20,3.53,ML,1720241665
337,belmonte,-15.8631,-38.8828,23.04,91,79,3.43,BR,1720241666
338,newman,37.3138,-121.0208,33.49,57,0,3.91,US,1720241667
339,lochbuie,40.0072,-104.7161,20.8,34,40,4.63,US,1720241668
340,roma,43.2128,-75.4557,24.85,90,0,1.54,US,1720241379
341,labytnangi,66.6572,66.4183,17.34,56,11,1.59,RU,1720241671
342,weno,7.4515,151.8468,31.97,74,40,3.09,FM,1720241672
343,shilin,24.8188,103.3324,23.51,74,94,4.66,CN,1720241673
344,creston,41.0586,-94.3614,16.98,100,0,2.57,US,1720241674
345,luanda,-8.8368,13.2343,20.0,94,75,1.54,AO,1720241676
346,batabano,22.7164,-82.2881,27.34,86,100,3.49,CU,1720241677
347,santo antonio do amparo,-20.9464,-44.9189,14.35,63,1,1.01,BR,1720241678
348,juruti,-2.1522,-56.0922,25.04,77,54,1.44,BR,1720241679
349,ago-are,8.5,3.4167,21.73,99,100,1.93,NG,1720241680
350,santa cruz,-17.8,-63.1667,17.7,39,75,9.26,BO,1720241682
351,san patricio,28.017,-97.5169,29.36,80,7,3.34,US,1720241683
352,sechura,-5.5569,-80.8222,20.21,76,100,5.26,PE,1720241684
353,berriane,32.8265,3.7669,30.45,26,1,3.57,DZ,1720241685
354,broome,42.2506,-75.833,22.61,89,0,3.09,US,1720241686
355,kunshan,31.3776,120.9543,36.94,45,100,4.53,CN,1720241688
356,mar del plata,-38.0023,-57.5575,4.49,88,20,2.24,AR,1720241689
357,houghton,47.1219,-88.569,13.75,97,90,0.45,US,1720241690
358,bulancak,40.9372,38.2291,23.9,69,75,2.57,TR,1720241691
359,saint-pierre,-21.3393,55.4781,23.65,46,0,3.6,RE,1720241692
360,colonia,50.9333,6.95,19.12,80,0,5.14,DE,1720241694
361,port douglas,-16.4833,145.4667,23.4,80,74,8.48,AU,1720241695
362,jeypore,18.85,82.5833,26.56,78,100,5.54,IN,1720241696
363,coari,-4.085,-63.1414,23.68,95,60,1.3,BR,1720241697
364,gazli,40.1333,63.45,32.73,18,0,6.07,UZ,1720241698
365,hamada,34.8833,132.0833,30.4,68,61,6.91,JP,1720241700
366,tari,-11.1105,14.3559,15.15,31,2,2.19,AO,1720241701
367,amahai,-3.3333,128.9167,26.02,89,73,3.33,ID,1720241702
368,nar'yan-mar,67.6713,53.087,20.33,53,68,9.21,RU,1720241703
369,glace bay,46.1969,-59.957,17.66,85,75,4.12,CA,1720241704
370,arteche,12.2645,125.4048,29.29,75,94,2.96,PH,1720241706
371,alice springs,-23.7,133.8833,19.75,56,40,2.57,AU,1720241707
372,ataq,14.5377,46.8319,31.1,25,62,1.45,YE,1720241708
373,burutu,5.3509,5.5076,24.76,88,100,1.91,NG,1720241709
374,daxi,24.8837,121.2904,33.75,79,59,2.46,TW,1720241710
375,diawara,15.022,-12.5437,29.91,60,100,5.63,SN,1720241712
376,mangrol,21.1167,70.1167,29.69,79,100,8.98,IN,1720241713
377,argostolion,38.1811,20.489,26.53,41,0,1.2,GR,1720241715
378,kone,-21.0595,164.8658,23.06,43,3,6.56,NC,1720241717
379,guatrache,-37.6678,-63.5302,2.36,50,93,1.46,AR,1720241718
380,viedma,-40.8135,-62.9967,5.25,81,95,3.13,AR,1720241719
381,nikolayevsk-on-amure,53.1406,140.73,26.59,68,57,1.65,RU,1720241720
382,arroyo,41.6096,-4.7969,16.75,87,0,3.6,ES,1720241721
383,yellapur,14.9667,74.7167,23.48,91,99,3.81,IN,1720241723
384,kailua-kona,19.6406,-155.9956,26.98,92,75,3.09,US,1720241724
385,darwin,-12.4611,130.8418,30.59,53,75,3.6,AU,1720241725
386,mili,6.0815,171.735,28.56,80,46,8.53,MH,1720241726
387,guarapari,-20.6667,-40.4975,19.39,78,1,3.84,BR,1720241727
388,eisden,50.9863,5.7129,19.05,84,98,4.12,BE,1720241729
389,juegang,32.3174,121.1855,35.33,56,100,5.46,CN,1720241730
390,saint-philippe,-21.3585,55.7679,21.77,69,10,0.83,RE,1720241731
391,lensk,60.7253,114.9278,23.67,31,0,2.5,RU,1720241732
392,namsos,64.4662,11.4957,11.03,93,100,0.0,NO,1720241733
393,zyryanovsk,49.7386,84.2719,20.44,65,55,0.45,KZ,1720241735
394,mil'kovo,55.6078,37.7956,17.97,66,82,5.49,RU,1720241736
395,crane,31.3974,-102.3501,24.33,66,30,4.58,US,1720241737
396,buenavista del norte,28.3746,-16.861,23.72,73,17,8.35,ES,1720241738
397,miranda,3.2499,-76.2281,19.07,92,83,1.08,CO,1720241515
398,howrah,22.5892,88.3103,33.0,75,75,4.63,IN,1720241742
399,muravlenko,63.7898,74.523,18.07,49,0,7.01,RU,1720241743
400,udachny,66.4167,112.4,21.71,33,8,2.57,RU,1720241744
401,prince george,53.9166,-122.753,21.69,35,0,3.6,CA,1720241600
402,masterton,-40.9597,175.6575,9.94,90,56,2.54,NZ,1720241746
403,vohenstrauss,49.6238,12.3381,15.14,86,96,1.34,DE,1720241747
404,khandyga,62.6667,135.6,13.92,81,98,0.46,RU,1720241749
405,as-suwayda,32.709,36.5695,19.77,65,0,5.61,SY,1720241750
406,nagqu,31.5,92.0,17.52,41,84,6.19,CN,1720241751
407,baiao,-2.7906,-49.6717,22.69,84,99,0.88,BR,1720241752
408,igrim,63.1906,64.4162,22.04,43,17,2.04,RU,1720241753
409,jalai nur,49.45,117.7,33.43,24,78,4.89,CN,1720241755
410,walvis bay,-22.9575,14.5053,8.53,81,0,4.12,NA,1720241756
411,corner brook,48.9667,-57.9484,17.09,99,55,2.06,CA,1720241757
412,vyazemskiy,47.5378,134.7525,28.38,69,98,2.74,RU,1720241758
413,karwar,14.8,74.1333,27.6,84,100,6.08,IN,1720241759
414,pisco,-13.7,-76.2167,17.03,88,100,4.63,PE,1720241762
415,susuman,62.7833,148.1667,17.79,44,82,7.18,RU,1720241763
416,shiqian,27.5225,108.2281,31.19,58,85,4.91,CN,1720241764
417,paradip garh,20.3167,86.6167,31.03,68,100,2.38,IN,1720241767
418,dalandzadgad,43.5708,104.425,28.53,14,10,4.73,MN,1720241768
419,elk city,35.412,-99.4043,20.99,88,0,2.06,US,1720241679
420,bardsir,29.9227,56.5743,30.21,15,6,4.4,IR,1720241772
421,la ronge,55.1001,-105.2842,21.12,68,100,2.06,CA,1720241773
422,bumba,2.1833,22.4667,22.12,94,100,0.83,CD,1720241774
423,el bolson,-41.9667,-71.5167,-2.73,96,92,1.48,AR,1720241775
424,berezovyy,51.6667,135.7,29.22,53,17,3.66,RU,1720241776
425,mana,5.6592,-53.7767,24.35,91,88,2.91,GF,1720241778
426,kill devil hills,36.0307,-75.676,27.21,85,40,9.26,US,1720241779
427,lompoc,34.6391,-120.4579,16.99,90,0,2.06,US,1720241780
428,rongelap,11.1635,166.8941,28.39,75,94,7.86,MH,1720241781
429,esmeraldas,-19.7625,-44.3139,16.48,64,2,1.37,BR,1720241783
430,port blair,11.6667,92.75,29.02,79,75,2.57,IN,1720241785
431,naha,26.2125,127.6811,34.05,68,20,6.69,JP,1720241786
432,kaa-khem,51.6833,94.7333,25.34,37,100,0.13,RU,1720241787
433,maues,-3.3836,-57.7186,25.8,73,91,1.33,BR,1720241788
434,ballina,-28.8667,153.5667,19.32,55,78,7.56,AU,1720241789
435,mossel bay,-34.1831,22.146,7.96,68,56,3.36,ZA,1720241791
436,khandud,36.9513,72.318,14.28,35,13,2.45,AF,1720241792
437,sawakin,19.1059,37.3321,36.18,38,36,2.19,SD,1720241793
438,kenai,60.5544,-151.2583,15.57,82,100,7.2,US,1720241794
439,smirnovo,54.5125,69.4222,19.01,80,89,5.97,KZ,1720241795
440,prince rupert,54.3161,-130.3201,13.05,88,0,7.72,CA,1720241797
441,mogocha,53.7333,119.7667,20.18,68,100,2.43,RU,1720241798
442,hasaki,35.7333,140.8333,32.38,78,100,2.85,JP,1720241799
443,sinabang,2.4803,96.3801,30.71,61,90,1.45,ID,1720241800
444,sinan,34.8262,126.1086,29.06,96,100,10.65,KR,1720241802
445,badger,64.8,-147.5333,16.11,82,100,2.93,US,1720241803
446,banda aceh,5.5577,95.3222,30.19,64,17,3.16,ID,1720241805
447,san pedro pochutla,15.7333,-96.4667,26.51,85,2,1.41,MX,1720241806
448,hakha,22.65,93.6167,21.97,94,100,0.06,MM,1720241808
449,korla,41.7597,86.1469,29.88,21,100,0.62,CN,1720241809
450,tarko-sale,64.9225,77.785,17.09,46,0,7.01,RU,1720241810
451,praia da vitoria,38.7333,-27.0667,21.14,88,20,3.29,PT,1720241811
452,nuku'alofa,-21.1333,-175.2,21.19,94,100,3.6,TO,1720241812
453,ratnagiri,16.9833,73.3,28.23,84,99,7.46,IN,1720241814
454,haiku-pauwela,20.9219,-156.3051,26.01,73,0,8.23,US,1720241815
455,uliastay,47.7417,96.8444,22.75,27,14,1.27,MN,1720241816
456,muleba,-1.8397,31.6544,21.32,61,97,2.14,TZ,1720241817
457,salekhard,66.53,66.6019,17.77,56,14,2.3,RU,1720241818
458,magistral'nyy,56.1725,107.4458,28.21,34,2,2.57,RU,1720241820
459,alma,48.5501,-71.6491,14.5,85,83,1.86,CA,1720241821
460,swan hill,-35.3378,143.5544,16.27,39,0,5.47,AU,1720241822
461,tianshui,34.5439,105.6897,28.78,49,100,6.88,CN,1720241823
462,zaozersk,69.4005,32.4476,16.86,88,100,5.24,RU,1720241825
463,port macquarie,-31.4333,152.9167,17.26,81,55,2.24,AU,1720241571
464,pionerskiy,54.9508,20.2275,15.91,74,76,7.43,RU,1720241827
465,tianpeng,30.9866,103.9393,29.26,61,99,0.23,CN,1720241828
466,priladozhskiy,59.85,31.4833,14.85,71,51,4.54,RU,1720241830
467,macusani,-14.0833,-70.4333,0.53,90,65,2.29,PE,1720241831
468,puerto aysen,-45.4,-72.7,2.73,99,100,0.58,CL,1720241832
469,hachinohe,40.5,141.5,29.1,48,75,2.06,JP,1720241833
470,tucuma,-0.1833,-50.05,24.77,92,44,3.59,BR,1720241835
471,saint-quentin-fallavier,45.6305,5.1092,21.41,60,0,5.66,FR,1720241836
472,qarqaraly,49.4058,75.4742,18.67,57,100,2.89,KZ,1720241837
473,mitsamiouli,-11.3847,43.2844,25.9,50,14,3.61,KM,1720241838
474,ceeldheer,3.8488,47.1806,25.7,78,99,8.37,SO,1720241839
475,rabo de peixe,37.8,-25.5833,18.73,99,20,1.54,PT,1720241842
476,sisimiut,66.9395,-53.6735,6.94,69,1,0.97,GL,1720241843
477,florida,28.7505,-82.5001,25.99,84,0,0.0,US,1720241844
478,paphos,34.7667,32.4167,26.88,65,40,0.0,CY,1720241845
479,batangafo,7.3008,18.2833,21.16,96,100,1.38,CF,1720241847
480,monte alegre,-2.0078,-54.0692,23.68,80,47,1.81,BR,1720241848
481,taro,-8.3862,115.28,25.0,64,89,1.48,ID,1720241849
482,guercif,34.2257,-3.3536,22.5,59,0,4.2,MA,1720241850
483,preobrazheniye,42.9019,133.9064,22.08,89,48,1.42,RU,1720241851
484,mirnyy,62.5353,113.9611,23.61,39,4,1.1,RU,1720241853
485,aktau,43.65,51.2,33.32,36,0,5.16,KZ,1720241624
486,dondo,-19.6094,34.7431,14.73,66,0,1.62,MZ,1720241740
487,ongjin,37.9347,125.3619,23.75,94,100,8.29,KP,1720241856
488,kloulklubed,7.0419,134.2556,29.31,74,12,4.01,PW,1720241857
489,la'ie,21.6477,-157.9253,27.98,77,48,2.68,US,1720241858
490,novyy urengoy,66.0833,76.6333,16.2,43,1,7.52,RU,1720241860
491,cidreira,-30.1811,-50.2056,10.18,85,99,3.08,BR,1720241861
492,rosarito,32.3333,-117.0333,19.51,83,26,2.35,MX,1720241565
493,siwa oasis,29.2041,25.5195,25.61,62,0,3.8,EG,1720241863
494,nago,26.5881,127.9761,34.14,67,1,4.62,JP,1720241864
495,san juan de miraflores,-12.1629,-76.9635,17.71,87,73,4.59,PE,1720241866
496,cukai,4.25,103.4167,30.97,61,56,2.64,MY,1720241867
497,grootfontein,-19.5667,18.1167,2.76,52,0,0.51,NA,1720241868
498,maardu,59.4767,25.025,15.34,75,20,4.12,EE,1720241869
499,xinyuan,37.3,99.0,14.07,62,100,4.35,CN,1720241870
500,szentlorinc,46.0402,17.9872,18.49,66,17,4.27,HU,1720241872
501,aykhal,66.0,111.5,21.85,35,30,3.95,RU,1720241873
502,ko pha ngan,9.7578,100.0291,29.38,73,74,5.99,TH,1720241874
503,bucerias,20.75,-105.3333,26.7,85,82,1.17,MX,1720241823
504,vrchlabi,50.627,15.6094,15.99,92,100,1.05,CZ,1720241877
505,canatlan,24.5167,-104.7833,15.78,87,99,4.55,MX,1720241878
506,eastham,41.8301,-69.9739,24.18,93,100,4.63,US,1720241879
507,thaba-tseka,-29.522,28.6084,-4.11,36,0,1.61,LS,1720241880
508,bukama,-9.2,25.85,17.78,46,30,1.84,CD,1720241882
509,arar,30.9753,41.0381,30.01,21,0,8.23,SA,1720241883
510,monastyryshche,48.9909,29.8047,17.91,65,21,2.22,UA,1720241884
511,paoua,7.2427,16.4406,20.46,96,100,0.94,CF,1720241885
512,ankazoabo,-22.2833,44.5167,16.23,67,0,2.36,MG,1720241886
513,lammi,61.0833,25.0167,14.64,70,22,3.3,FI,1720241888
514,siniscola,40.5719,9.6922,18.75,78,0,2.66,IT,1720241889
515,ibeto,10.4854,5.145,22.69,93,100,2.25,NG,1720241890
516,zelenogorsk,56.1147,94.5861,26.7,62,94,1.71,RU,1720241891
517,queenstown,-31.8976,26.8753,1.31,68,2,2.6,ZA,1720241892
518,nyaunglebin,17.95,96.7333,29.55,73,98,2.73,MM,1720241894
519,jaszapati,47.5167,20.15,21.05,63,70,1.94,HU,1720241895
520,aioun,16.6614,-9.6149,30.72,50,42,2.55,MR,1720241896
521,el fasher,13.6279,25.3494,30.03,39,28,3.38,SD,1720241897
522,nev'yansk,57.4953,60.2112,23.13,45,2,3.58,RU,1720241898
523,zakynthos,37.7914,20.8953,19.68,77,0,0.0,GR,1720241900
524,antofagasta,-23.65,-70.4,12.6,86,39,2.08,CL,1720241901
525,eyl,7.9803,49.8164,27.72,61,99,12.84,SO,1720241902
526,irymple,-34.25,142.1667,18.38,47,0,1.34,AU,1720241903
527,al mijlad,11.0333,27.7333,27.4,62,96,4.88,SD,1720241904
528,carutapera,-1.195,-46.02,24.68,87,52,3.01,BR,1720241906
529,san antonio de pale,-1.4014,5.6325,23.37,81,93,4.5,GQ,1720241907
530,boca suno,-0.7167,-77.1333,20.63,99,64,0.61,EC,1720241908
531,singrauli,24.1997,82.6753,29.24,66,98,4.16,IN,1720241909
532,lobujya,27.95,86.8167,4.96,98,98,4.71,NP,1720241910
533,cozumel,20.5083,-86.9458,26.86,88,100,4.62,MX,1720241912
534,bhinga,27.7167,81.9333,25.4,93,100,8.01,IN,1720241913
535,nuuk,64.1835,-51.7216,6.6,70,99,1.34,GL,1720241914
536,watampone,-4.5386,120.3279,28.2,67,14,4.62,ID,1720241916
537,tyre,33.2733,35.1939,29.51,66,76,0.93,LB,1720241918
538,n'dalatando,-9.2978,14.9116,15.66,54,9,1.86,AO,1720241919
539,constitucion,-35.3333,-72.4167,4.15,76,21,3.26,CL,1720241920
540,benguela,-12.5763,13.4055,18.99,88,5,0.68,AO,1720241921
541,sorsk,54.0033,90.2467,23.32,59,86,0.74,RU,1720241923
542,noumea,-22.2763,166.4572,22.78,99,41,10.82,NC,1720241924
543,kadisehri,39.9957,35.7919,16.72,82,92,2.95,TR,1720241925
544,flying fish cove,-10.4217,105.6791,27.82,78,75,6.69,CX,1720241926
545,kyshtovka,56.555,76.6271,21.39,77,83,4.34,RU,1720241927
546,lyubim,58.3625,40.6843,17.79,97,100,4.11,RU,1720241929
547,huarmey,-10.0681,-78.1522,18.25,87,72,4.03,PE,1720241930
548,ambon,-3.6954,128.1814,28.26,95,75,0.51,ID,1720241931
549,jiwani,25.05,61.7417,30.86,73,100,2.05,PK,1720241932
550,magadi,12.9667,77.2333,26.88,60,100,8.28,IN,1720241933
551,alliance,40.9153,-81.1059,21.78,97,91,2.65,US,1720241935
552,griffith,41.5284,-87.4237,21.14,78,40,3.09,US,1720241936
553,el sauzal de rodriguez,31.9,-116.6833,18.01,78,47,0.47,MX,1720241938
554,baglung,28.2719,83.5898,21.31,98,100,1.7,NP,1720241939
555,howard springs,-12.497,131.047,30.55,62,100,1.37,AU,1720241941
556,bardai,11.65,7.2333,20.42,89,68,4.33,NG,1720241942
557,nuevo ideal,24.8875,-105.0728,15.89,83,100,2.26,MX,1720241943
558,mareeba,-17.0,145.4333,20.4,70,71,4.61,AU,1720241944
559,carahue,-38.7,-73.1667,2.22,93,100,1.15,CL,1720241945
560,shijiang,27.0819,110.7933,33.14,56,56,0.71,CN,1720241947
561,ciudad lazaro cardenas,17.9583,-102.2,26.07,87,2,1.76,MX,1720241948
562,vilyuchinsk,52.9306,158.4028,16.15,89,54,2.76,RU,1720241949
563,bouafle,6.9904,-5.7442,23.01,93,99,1.64,CI,1720241950
564,kertih,4.5141,103.4483,31.01,70,20,1.03,MY,1720241951
565,oliveira,-20.6964,-44.8272,14.49,61,0,1.12,BR,1720241953
566,waingapu,-9.6567,120.2641,28.65,55,96,7.87,ID,1720241954
567,wotje,9.4543,170.2367,27.93,81,11,8.92,MH,1720241955
568,east moriches,40.8051,-72.7609,24.31,95,100,4.12,US,1720241956
569,rawson,-43.3002,-65.1023,3.14,70,100,2.77,AR,1720241957
570,tofol,5.3248,163.0078,30.88,70,75,3.09,FM,1720241959
571,san felice circeo,41.2372,13.0942,22.4,70,14,1.96,IT,1720241960
572,kribi,2.95,9.9167,23.84,93,100,2.65,CM,1720241961
573,enewetak,11.3474,162.3373,28.75,76,100,6.39,MH,1720241962
574,bangassou,4.7413,22.8184,20.72,99,98,0.53,CF,1720241965
575,sadao,6.6388,100.4234,31.9,76,100,1.05,TH,1720241967
576,i-n-salah,27.1935,2.4607,33.14,16,11,4.25,DZ,1720241968
577,kabompo,-13.5927,24.2008,8.19,46,36,1.64,ZM,1720241969
578,hobyo,5.3505,48.5268,26.38,73,96,11.64,SO,1720241970
579,kuraymah,18.55,31.85,33.83,8,85,4.65,SD,1720241971
580,cockburn town,21.4612,-71.1419,27.33,85,96,7.84,TC,1720241973
581,kourou,5.1552,-52.6478,24.03,96,94,3.14,GF,1720241974
582,taltal,-25.4,-70.4833,12.65,85,20,1.26,CL,1720241975
583,kralendijk,12.15,-68.2667,28.99,79,75,6.17,BQ,1720241976
584,driefontein,-27.0177,30.4498,0.19,47,0,2.66,ZA,1720241977
585,myaydo,19.3667,95.2167,31.11,65,98,4.33,MM,1720241979
586,coahuayana de hidalgo,18.7,-103.6583,25.07,89,47,0.71,MX,1720241980
587,naze,28.3667,129.4833,30.51,73,0,3.6,JP,1720241981
588,pangody,65.85,74.4859,15.87,55,0,6.9,RU,1720241982
589,terrace,54.5163,-128.6035,22.95,43,20,3.6,CA,1720241983
590,soio,-6.1349,12.3689,20.19,90,16,1.09,AO,1720241985
